Name	Length	NumReads	NumReads	NumReads
BgISR7-04719	54	0	0	0
BgISR7-04720	993	156	269	137
BgISR7-04721	294	0	0	0
BgISR7-04722	1197	32	56	30
BgISR7-04723	444	18	18	14
BgISR7-04724	663	0	5	0
BgISR7-04725	1329	21	14	7
BgISR7-04726	921	0	2	5
BgISR7-04727	1902	188	372	211
BgISR7-04728	1542	16	35	27
BgISR7-04729	453	3	3	2
BgISR7-04730	354	6	15	11
BgISR7-04731	333	32	45	43
BgISR7-04732	2403	56	107	79
BgISR7-04733	1287	11	41	21
BgISR7-04734	591	11	21	19
BgISR7-04735	303	1	1	0
BgISR7-04736	855	0	1	0
BgISR7-04737	102	0	0	0
BgISR7-04738	2271	36.4226	67.2844	53.0478
BgISR7-04739	2268	29.4184	89.5698	39.1767
BgISR7-04740	162	0	0	0
BgISR7-04741	87	2	2	3
BgISR7-04742	2271	35.0872	71.3453	63.8583
BgISR7-04743	387	2	3	0
BgISR7-04744	336	0	0	1
BgISR7-04745	183	0	0	0
BgISR7-04746	93	0	0	0
BgISR7-04747	2268	43.0718	87.8005	65.9172
BgISR7-04748	414	2.24232	12.2844	2.6449
BgISR7-04749	663	8.39421	3.22814	3.3551
BgISR7-04750	453	1	10.2068	12
BgISR7-04751	324	0	0	0
BgISR7-04752	654	0	4.23499	2
BgISR7-04753	414	3.36347	5.25249	2
BgISR7-04754	504	8	23.706	18
BgISR7-04755	657	4	15.294	8
BgISR7-04756	303	0	2	5
BgISR7-04757	594	0	0	0
BgISR7-04758	1854	0	5.83582	1.5234
BgISR7-04759	117	0	0	0
BgISR7-04760	585	1	0	0
BgISR7-04761	717	16	27	21
BgISR7-04762	84	0	0	0
BgISR7-04763	1512	30	80	52
BgISR7-04764	840	48	79	55
BgISR7-04765	1344	65	92	103
BgISR7-04766	960	147	256	166
BgISR7-04767	420	1	2	5
BgISR7-04768	1683	18	69	19
BgISR7-04769	1965	20	49	26
BgISR7-04770	1170	2	8	9
BgISR7-04771	423	12	34	25
BgISR7-04772	5652	55	116	51
BgISR7-04773	36	0	2	1
BgISR7-04774	861	12	10	13
BgISR7-04775	1071	3	13	6
BgISR7-04776	1359	12	13	10
BgISR7-04777	219	4	1	1
BgISR7-04778	75	0	0	0
BgISR7-04779	1686	17	29	13
BgISR7-04780	1044	22	15	14
BgISR7-04781	1821	27	26	16
BgISR7-04782	1311	33	41	49
BgISR7-04783	990	208	386	249
BgISR7-04784	1740	34	85	34
BgISR7-04785	774	12	18	17
BgISR7-04786	1872	40	91	59
BgISR7-04787	2118	65	161	94
BgISR7-04788	867	32	48	24
BgISR7-04789	1545	26	30	26
BgISR7-04790	207	0	0	0
BgISR7-04791	207	0	0	0
BgISR7-04792	102	32	67	58
BgISR7-04793	450	10	18	16
BgISR7-04794	1008	20	24	31
BgISR7-04795	1881	54	117	86
BgISR7-04796	1893	22	33	19
BgISR7-04797	1809	37	55	53
BgISR7-04798	969	40	97	83
BgISR7-04799	999	0	2	0
BgISR7-04800	243	0	0	0
BgISR7-04801	387	122	211	161
BgISR7-04802	99	2	2	2
BgISR7-04803	645	12	40	23
BgISR7-04804	768	10	22	16
BgISR7-04805	219	0	0	0
BgISR7-04806	408	406.829	763.77	514.996
BgISR7-04807	408	217	408	306
BgISR7-04808	756	70	176	121
BgISR7-04809	1077	58	86	73
BgISR7-04810	1470	4	3	3
BgISR7-04811	342	25.1712	30.2304	31.0042
BgISR7-04812	339	69	116	112
BgISR7-04813	4626	93	163	102
BgISR7-04814	183	0	0	0
BgISR7-04815	87	0	0	0
BgISR7-04816	1239	14	26	24
BgISR7-04817	96	0	0	0
BgISR7-04818	2835	47	96	68
BgISR7-04819	1464	132	174	98
BgISR7-04820	2421	58	68.5	57
BgISR7-04821	264	28.5	64.5	47.5
BgISR7-04822	1239	10	16.5	14
BgISR7-04823	420	38	73.5	45
BgISR7-04824	72	0	0	0
BgISR7-04825	51	0	0	0
BgISR7-04826	2655	158	283	176
BgISR7-04827	2637	54	93	35
BgISR7-04828	2805	75	127	87
BgISR7-04829	4170	37	46	32
BgISR7-04830	1926	73	172	160
BgISR7-04831	1086	18	60	36
BgISR7-04832	1599	46	78	53
BgISR7-04833	165	9	25	11
BgISR7-04834	300	2	2	1
BgISR7-04835	1491	34	59	24
BgISR7-04836	3636	2	3	1
BgISR7-04837	132	18	44	28
BgISR7-04838	1764	134	261	223
BgISR7-04839	3654	2	11	1
BgISR7-04840	1668	93	158	103
BgISR7-04841	1962	24	43	25
BgISR7-04842	549	68	134	71
BgISR7-04843	384	7	10	5
BgISR7-04844	297	0	0	0
BgISR7-04845	315	7.26823	14.9088	2.51151
BgISR7-04846	3834	50	90	78
BgISR7-04847	5562	118	210	122
BgISR7-04848	486	95	130	120
BgISR7-04849	486	0	1.32002	2.40004
BgISR7-04850	366	133.506	215.439	184.521
BgISR7-04851	342	115.364	198.98	151.29
BgISR7-04852	312	0	0	0
BgISR7-04853	177	2.26116	4.39371	1.33333
BgISR7-04854	144	0	0	0.23107
BgISR7-04855	756	0	0	0
BgISR7-04856	279	1	0	0
BgISR7-04857	54	0	0	0
BgISR7-04858	357	116.195	187.111	126.181
BgISR7-04859	801	0	0	0
BgISR7-04860	387	74	124	84
BgISR7-04861	336	75.1778	108.698	86.6626
BgISR7-04862	582	0	1	0
BgISR7-04863	342	72.6364	176.02	128.71
BgISR7-04864	366	338.494	652.561	499.479
BgISR7-04865	327	0	0	0
BgISR7-04866	366	333.822	578.302	408.337
BgISR7-04867	405	36	70.0574	56
BgISR7-04868	4083	38.2711	63.9764	31.2686
BgISR7-04869	93	0	0	0
BgISR7-04870	114	0	0	0
BgISR7-04871	393	62	104	92
BgISR7-04872	54	0	0	0
BgISR7-04873	393	606	1075.94	752
BgISR7-04874	792	1	0	2
BgISR7-04875	372	0	0	2.90701
BgISR7-04876	372	33	40.2778	44
BgISR7-04877	372	0	17.7222	0
BgISR7-04878	372	0	0	2.90701
BgISR7-04879	330	0	0	0
BgISR7-04880	357	124.095	238.16	168.597
BgISR7-04881	357	175.71	382.728	244.222
BgISR7-04882	495	0	0	2
BgISR7-04883	147	0	0	0
BgISR7-04884	369	5	15	16
BgISR7-04885	378	56	113	87
BgISR7-04886	378	204	318	255
BgISR7-04887	870	9	24	13
BgISR7-04888	1773	5	21	6
BgISR7-04889	1320	73	122	88
BgISR7-04890	1872	32	72	30
BgISR7-04891	930	0	0	0
BgISR7-04892	1140	21	24	16
BgISR7-04893	201	2	12	3
BgISR7-04894	1518	12	16	12
BgISR7-04895	147	0	0	2
BgISR7-04896	936	5	16	6
BgISR7-04897	1011	11	14	7
BgISR7-04898	1230	28	66	46
BgISR7-04899	246	18	14	14
BgISR7-04900	174	0	0	0
BgISR7-04901	174	0	3.75	7
BgISR7-04902	936	20	56	31
BgISR7-04903	1308	13	31	10
BgISR7-04904	198	30	83	56
BgISR7-04905	2466	25	67	54
BgISR7-04906	321	0	2	0
BgISR7-04907	525	8	23	23
BgISR7-04908	585	18	20	32
BgISR7-04909	3795	28	63	44
BgISR7-04910	129	0	0	0
BgISR7-04911	1377	14	25	11
BgISR7-04912	1458	139	210	136
BgISR7-04913	1497	46	68	43
BgISR7-04914	753	14	32	31
BgISR7-04915	1197	21	45	37
BgISR7-04916	6420	0.827982	12.4367	7.00906e-08
BgISR7-04917	1425	20	63	33
BgISR7-04918	879	93	170	151
BgISR7-04919	2391	44	103	62
BgISR7-04920	1185	19	62	37
BgISR7-04921	1911	16	23	26
BgISR7-04922	1635	29	83	43
BgISR7-04923	4059	12	39	27
BgISR7-04924	66	0	0	0
BgISR7-04925	42	0	0	0
BgISR7-04926	12	0	0	0
BgISR7-04927	684	4	10	5
BgISR7-04928	1194	11	7	19
BgISR7-04929	999	2.99996	0	2
BgISR7-04930	231	0	0	0
BgISR7-04931	4812	0	24.9182	0
BgISR7-04932	1020	3.92197e-05	0	4.71282e-06
BgISR7-04933	21	0	0	0
BgISR7-04934	72	0	0	0
BgISR7-04935	690	22	59	39
BgISR7-04936	945	53	85	63
BgISR7-04937	1530	1.14237	0	0
BgISR7-04938	102	32	38	38
BgISR7-04939	216	98	146	86
BgISR7-04940	639	62	104	69
BgISR7-04941	738	17	37	24
BgISR7-04942	483	1	1	2
BgISR7-04943	1131	6	5.55556	3
BgISR7-04944	438	0	0	0
BgISR7-04945	1131	3	4.44444	0
BgISR7-04946	366	0.5	0	0
BgISR7-04947	840	1	4	2
BgISR7-04948	729	12	15	5
BgISR7-04949	834	8	14	11
BgISR7-04950	2160	44	40	35
BgISR7-04951	438	0	0	0
BgISR7-04952	1407	54	125	93
BgISR7-04953	339	1	8	2
BgISR7-04954	9	0	0	0
BgISR7-04955	861	7	6	6
BgISR7-04956	108	0	0	0
BgISR7-04957	246	75	164	119
BgISR7-04958	69	0	0	0
BgISR7-04959	1242	0	0	2.17683
BgISR7-04960	183	0	0	0
BgISR7-04961	330	1	0	0
BgISR7-04962	150	0	0	0
BgISR7-04963	1515	6.42297	1.10407	1.03741
BgISR7-04964	174	0	2	2
BgISR7-04965	486	41	81	51
BgISR7-04966	747	2.90347	5.74895	0
BgISR7-04967	789	0	0	0
BgISR7-04968	720	40	78	37
BgISR7-04969	384	4	8	10
BgISR7-04970	1521	39	62	45
BgISR7-04971	888	36	48	27
BgISR7-04972	867	41	64	41
BgISR7-04973	1026	7	28	24
BgISR7-04974	2160	21	62	42
BgISR7-04975	333	524	870	589
BgISR7-04976	2100	139	249	195
BgISR7-04977	1731	19	45	33
BgISR7-04978	1056	46	63	46
BgISR7-04979	3309	56	119	75
BgISR7-04980	1512	5	5	6
BgISR7-04981	1320	66	95	87
BgISR7-04982	2415	19	31	27
BgISR7-04983	177	0	1	0
BgISR7-04984	1404	15	31	28
BgISR7-04985	2568	7	20	13
BgISR7-04986	1956	46	64	60
BgISR7-04987	1176	42	90	53
BgISR7-04988	1032	5	2	2
BgISR7-04989	2883	64	128	77
BgISR7-04990	2088	28	67	35
BgISR7-04991	144	0	2	0
BgISR7-04992	285	0	0	4
BgISR7-04993	354	0	0	0
BgISR7-04994	1464	563	1231	701
BgISR7-04995	807	0	1	0
BgISR7-04996	765	3	10	1
BgISR7-04997	816	5	9	6
BgISR7-04998	252	4	4	0
BgISR7-04999	174	0	0	0
BgISR7-05000	777	9	26	6
BgISR7-05001	1074	16	19	6
BgISR7-05002	1446	39	61	29
BgISR7-05003	1566	42	55	46
BgISR7-05004	765	3	6	13
BgISR7-05005	1212	14	19	18
BgISR7-05006	792	4	9	4
BgISR7-05007	486	13	26.7357	15
BgISR7-05008	249	0	0	0
BgISR7-05009	225	0	0.264267	0
BgISR7-05010	783	0	4	1
BgISR7-05011	885	42	51	41
BgISR7-05012	486	0	2	1
BgISR7-05013	384	0	0	0
BgISR7-05014	171	0	0	0
BgISR7-05015	486	199	371	240
BgISR7-05016	81	0	0	0
BgISR7-05017	69	0	0	0
BgISR7-05018	510	3	9	4
BgISR7-05019	45	0	0	0
BgISR7-05020	1254	13	11	13
BgISR7-05021	5235	104	181	111
BgISR7-05022	249	10	22	7
BgISR7-05023	1359	167	266	162
BgISR7-05024	1056	5	6	7
BgISR7-05025	162	0	0	2
BgISR7-05026	174	1	1	0
BgISR7-05027	2229	14	14	8
BgISR7-05028	3657	61.0256	121.468	76.5724
BgISR7-05029	765	13	25	14
BgISR7-05030	222	3	6	4
BgISR7-05031	1161	54	88	76
BgISR7-05032	219	0	0	0
BgISR7-05033	549	5	7	6
BgISR7-05034	510	3	0	0
BgISR7-05035	873	20	63	43
BgISR7-05036	432	3	17	6
BgISR7-05037	180	0	1	0
BgISR7-05038	333	4	12	3
BgISR7-05039	534	0	0	1
BgISR7-05040	447	0	0	0
BgISR7-05041	630	0	1	0
BgISR7-05042	54	0	0	0
BgISR7-05043	186	0	0	0
BgISR7-05044	198	0	0	0
BgISR7-05045	111	0	0	0
BgISR7-05046	579	0	0	0
BgISR7-05047	477	21	37	27
BgISR7-05048	471	39.1515	63.0435	36.6
BgISR7-05049	477	12	20.5	21.5
BgISR7-05050	525	0	2	1
BgISR7-05051	192	0	0	0
BgISR7-05052	471	10	52	27
BgISR7-05053	471	6	13	8
BgISR7-05054	192	0	0	0
BgISR7-05055	327	1	0	0
BgISR7-05056	477	12	20.5	21.5
BgISR7-05057	471	28.8485	52.9565	24.4
BgISR7-05058	483	109	202	149
BgISR7-05059	351	0	2	0
BgISR7-05060	420	0	0	0
BgISR7-05061	483	55	94	62
BgISR7-05062	486	3	11	3
BgISR7-05063	480	96	223	127
BgISR7-05064	492	49	58	52
BgISR7-05065	201	9	13	15
BgISR7-05066	366	0	0	0
BgISR7-05067	492	152	268	187
BgISR7-05068	186	4	4	3
BgISR7-05069	483	1	1	0
BgISR7-05070	576	0	0	4
BgISR7-05071	468	142	243	173
BgISR7-05072	1530	33.4278	46.7047	40.623
BgISR7-05073	63	0	0	0
BgISR7-05074	483	79	173	95
BgISR7-05075	222	0	0	0
BgISR7-05076	384	0	0	0
BgISR7-05077	594	0	0	0
BgISR7-05078	168	5	9	10
BgISR7-05079	315	17	34	17
BgISR7-05080	4116	61	90	78
BgISR7-05081	456	1	6	1
BgISR7-05082	3402	50	67	46
BgISR7-05083	915	19	50	29
BgISR7-05084	579	63	123	75
BgISR7-05085	282	42	71	58
BgISR7-05086	102	0	0	0
BgISR7-05087	1419	39	46	35
BgISR7-05088	2277	15	23.8328	23.8955
BgISR7-05089	156	0	1	0
BgISR7-05090	2190	0	0	0
BgISR7-05091	327	0	0	0
BgISR7-05092	1839	11	17.7341	8.8972
BgISR7-05093	414	0	4	6
BgISR7-05094	576	0	0	0
BgISR7-05095	96	0	0	0
BgISR7-05096	486	0	0	0
BgISR7-05097	2277	18	35.4331	9.20731
BgISR7-05098	468	3	1	0
BgISR7-05099	897	0	1	0
BgISR7-05100	612	0	2	0
BgISR7-05101	207	0	0	0
BgISR7-05102	381	1.02273	10.2119	13.2056
BgISR7-05103	2646	30	78	52
BgISR7-05104	864	50	71	46
BgISR7-05105	390	6	5	0
BgISR7-05106	294	3.64471	5.7144	3.64384
BgISR7-05107	384	411.298	774.659	509.8
BgISR7-05108	135	0	0	1
BgISR7-05109	144	0	0	0
BgISR7-05110	369	4	13	8
BgISR7-05111	417	0	0	0
BgISR7-05112	30	0	0	0
BgISR7-05113	177	0	0	0
BgISR7-05114	135	0	1	0
BgISR7-05115	384	22.6794	57.1292	38.9948
BgISR7-05116	327	0	0	0
BgISR7-05117	387	1	2	2
BgISR7-05118	729	0	0	1
BgISR7-05119	360	1	3	0
BgISR7-05120	450	47	88	57
BgISR7-05121	921	27	36	36
BgISR7-05122	1830	17	19	23
BgISR7-05123	1440	71	125	69
BgISR7-05124	831	13	31	22
BgISR7-05125	354	3	9	4
BgISR7-05126	543	72	134	92
BgISR7-05127	912	12	13	18
BgISR7-05128	240	10	20	2
BgISR7-05129	180	4	8	6
BgISR7-05130	312	2	3	6
BgISR7-05131	1467	414	758	516
BgISR7-05132	2001	509	866	661
BgISR7-05133	360	9	19	13
BgISR7-05134	1266	0	0	0
BgISR7-05135	3285	13	25	45
BgISR7-05136	369	0	0	0
BgISR7-05137	927	22	51	31
BgISR7-05138	3036	35	45	38
BgISR7-05139	1284	17	32	15
BgISR7-05140	207	13	9	16
BgISR7-05141	375	307	602	452
BgISR7-05142	306	0	2	0
BgISR7-05143	375	35	42	21
BgISR7-05144	387	0	0	0
BgISR7-05145	5091	196	242	239
BgISR7-05146	1521	27	49	42
BgISR7-05147	2085	80	152	94
BgISR7-05148	375	63	118	78
BgISR7-05149	636	17	24	9
BgISR7-05150	2757	10.8984	30.0621	12.9049
BgISR7-05151	195	0	5	1
BgISR7-05152	930	2	4	4
BgISR7-05153	1638	68	129	60
BgISR7-05154	993	20	33	15
BgISR7-05155	873	73	111	64
BgISR7-05156	1179	0	1.3932	0
BgISR7-05157	882	38	43	52
BgISR7-05158	1086	45	90	63
BgISR7-05159	981	2	16	13.3597
BgISR7-05160	1059	8	21	21
BgISR7-05161	525	82	133	81
BgISR7-05162	453	7	3	7
BgISR7-05163	333	1	5	3
BgISR7-05164	1023	3	10	8
BgISR7-05165	1023	4	12	6.6403
BgISR7-05166	1023	3	2	0
BgISR7-05167	912	18	23	24
BgISR7-05168	1452	22	29	23
BgISR7-05169	1287	68	116	79
BgISR7-05170	3360	33	85	42
BgISR7-05171	1074	32	51	37
BgISR7-05172	279	1	4	1
BgISR7-05173	2493	191	371	232
BgISR7-05174	168	24	23	14
BgISR7-05175	1224	21	52	34
BgISR7-05176	2103	9	19	14
BgISR7-05177	246	0	2	0
BgISR7-05178	1347	405	731	479
BgISR7-05179	321	0	0	0
BgISR7-05180	954	1	0	3
BgISR7-05181	207	0	0	0
BgISR7-05182	339	0	1	0
BgISR7-05183	507	0	1	0
BgISR7-05184	1491	49	100	53
BgISR7-05185	840	0	1.03226	0
BgISR7-05186	273	0	2	0
BgISR7-05187	1005	0	3	0
BgISR7-05188	1947	24	36	26
BgISR7-05189	1059	1	4	0
BgISR7-05190	414	0	0	0
BgISR7-05191	498	0	0	0
BgISR7-05192	1080	21	29	8
BgISR7-05193	156	0	0	0
BgISR7-05194	15	0	0	0
BgISR7-05195	180	0	0	0
BgISR7-05196	279	24	91	29
BgISR7-05197	2718	31	68	45
BgISR7-05198	2262	8	23	11
BgISR7-05199	1251	17	47	4
BgISR7-05200	1491	53	94	54
BgISR7-05201	2409	29.3372	40.7295	25.0998
BgISR7-05202	2715	1	1	1
BgISR7-05203	2412	9.66277	40.659	27.3335
BgISR7-05204	123	0	0	0
BgISR7-05205	117	0	0	0
BgISR7-05206	12	0	0	0
BgISR7-05207	2046	19	40	44
BgISR7-05208	279	27	53	47
BgISR7-05209	579	42	85	59
BgISR7-05210	2268	55	112	83
BgISR7-05211	615	10	10	7
BgISR7-05212	210	6	15	10
BgISR7-05213	1005	43	92	53
BgISR7-05214	1038	4	26	12
BgISR7-05215	2241	1	15	9
BgISR7-05216	483	95	197	138
BgISR7-05217	2295	15	36	37
BgISR7-05218	1146	38	74	38
BgISR7-05219	1905	35	64	49
BgISR7-05220	753	18	24	12
BgISR7-05221	1995	44	55	48
BgISR7-05222	81	0	2	1
BgISR7-05223	528	10	11	10
BgISR7-05224	1323	308	540	361
BgISR7-05225	2244	50	95	44
BgISR7-05226	849	27	42	20
BgISR7-05227	261	0	0	0
BgISR7-05228	144	0	0	0
BgISR7-05229	192	5	6	9
BgISR7-05230	1659	25	52	30
BgISR7-05231	96	0	0	0
BgISR7-05232	366	4	3	9
BgISR7-05233	21	0	0	0
BgISR7-05234	3066	26	48	40
BgISR7-05235	2010	70	95	62
BgISR7-05236	918	50	127	82
BgISR7-05237	2061	0	5	6
BgISR7-05238	1185	2	2	1
BgISR7-05239	1185	0	2	0
BgISR7-05240	1614	90	131	104
BgISR7-05241	444	671	1196	838
BgISR7-05242	636	431	771	537
BgISR7-05243	513	160	324	197
BgISR7-05244	1731	22	63	26
BgISR7-05245	1464	25	37	28
BgISR7-05246	1254	0	0	0
BgISR7-05247	2034	61	111	71
BgISR7-05248	975	42	63	44
BgISR7-05249	675	15	27	17
BgISR7-05250	669	63	128	80
BgISR7-05251	1587	36	63	46
BgISR7-05252	693	189	322	241
BgISR7-05253	1755	12	28	12
BgISR7-05254	3633	20	64	36
BgISR7-05255	5772	69	100	80
BgISR7-05256	1827	44	74	59
BgISR7-05257	1848	18	22	19
BgISR7-05258	669	12	19	14
BgISR7-05259	1101	37	77	32
BgISR7-05260	1635	6	13	2
BgISR7-05261	657	103	282	142
BgISR7-05262	1647	115	218	133
BgISR7-05263	1590	19	62	26
BgISR7-05264	2808	39	84	47
BgISR7-05265	213	117	218	124
BgISR7-05266	2139	29	74	30
BgISR7-05267	474	136	328	243
BgISR7-05268	138	3	9	4
BgISR7-05269	615	10	12	10
BgISR7-05270	1137	23	66	39
BgISR7-05271	759	18	43	28
BgISR7-05272	3966	208	284	229
BgISR7-05273	2649	45	66	29
BgISR7-05274	1002	121	248	142
BgISR7-05275	288	60	79	55
BgISR7-05276	198	13	24	13
BgISR7-05277	1662	63	88	77
BgISR7-05278	294	18	28	24
BgISR7-05279	66	0	0	0
BgISR7-05280	348	0	1	0
BgISR7-05281	111	0	0	1
BgISR7-05282	840	0	0	0
BgISR7-05283	1188	32.6963	58	25
BgISR7-05284	1071	42	58	38
BgISR7-05285	210	7	27	14
BgISR7-05286	345	3	5	1
BgISR7-05287	1152	51	110	57
BgISR7-05288	495	0	5	2
BgISR7-05289	1191	14.3037	37	21
BgISR7-05290	1134	24	37	36
BgISR7-05291	606	13	37	22
BgISR7-05292	5184	66	135	52
BgISR7-05293	684	15	22	14
BgISR7-05294	3396	25	52	32
BgISR7-05295	1494	76	140	101
BgISR7-05296	1647	63	97	49
BgISR7-05297	1344	23	73	52
BgISR7-05298	4728	163	238	185
BgISR7-05299	1986	3	1	0
BgISR7-05300	633	36	60	38
BgISR7-05301	1635	6	19	10
BgISR7-05302	7803	129	203	128
BgISR7-05303	114	0	0	0
BgISR7-05304	213	0	0	0
BgISR7-05305	1569	25	51	31
BgISR7-05306	393	95	183	154
BgISR7-05307	942	5	1	0
BgISR7-05308	1698	0	0	0
BgISR7-05309	933	9	15	7
BgISR7-05310	3522	22	40.7106	40.6251
BgISR7-05311	477	0	1	0
BgISR7-05312	2763	235	463	281
BgISR7-05313	1233	19	20	17
BgISR7-05314	609	32	68	55
BgISR7-05315	3888	78	148	92
BgISR7-05316	1284	68	131	64
BgISR7-05317	492	0	1	0
BgISR7-05318	87	0	0	0
BgISR7-05319	336	51.9459	69.125	59.7059
BgISR7-05320	225	0	1	0
BgISR7-05321	393	44	77	33
BgISR7-05322	711	4	4	6
BgISR7-05323	243	1	1	0
BgISR7-05324	963	19	46	39
BgISR7-05325	195	0.761905	3.47484	6.65493
BgISR7-05326	2412	25.4683	38.1573	19.5751
BgISR7-05327	363	0	0	0
BgISR7-05328	237	0	5	0
BgISR7-05329	195	0.761905	3.47484	6.65493
BgISR7-05330	2406	29.9476	50.1013	23.9667
BgISR7-05331	363	0	3	0
BgISR7-05332	243	4	0	1
BgISR7-05333	315	1	0	0
BgISR7-05334	552	0	0	3
BgISR7-05335	810	3	0	1
BgISR7-05336	255	0	0	0
BgISR7-05337	975	6	9	18
BgISR7-05338	930	0	0	3.33333
BgISR7-05339	195	2	8.8875	0
BgISR7-05340	2412	8.58416	25.3241	25.0249
BgISR7-05341	363	0	1	3
BgISR7-05342	210	2	1	0
BgISR7-05343	174	0	0	0
BgISR7-05344	552	0	0	0
BgISR7-05345	906	0	0	0
BgISR7-05346	930	2	7	1.66667
BgISR7-05347	468	4	8	7
BgISR7-05348	2085	10	36	21
BgISR7-05349	1194	0	7.28889	13.3636
BgISR7-05350	42	0	0	0
BgISR7-05351	693	1	0	0
BgISR7-05352	357	0	0	0
BgISR7-05353	1008	17	14	9
BgISR7-05354	1809	23	38	25
BgISR7-05355	3141	154	324	228
BgISR7-05356	231	9	13	11
BgISR7-05357	3171	21	47	31
BgISR7-05358	1149	20	36	22
BgISR7-05359	876	1	1	3
BgISR7-05360	963	23	49	47
BgISR7-05361	3141	54	104	60
BgISR7-05362	1128	8	33	13
BgISR7-05363	201	0	0	2
BgISR7-05364	168	0	0	0
BgISR7-05365	363	0	0	0.5
BgISR7-05366	2259	41	61	44
BgISR7-05367	72	0	0	0
BgISR7-05368	72	0	0	0
BgISR7-05369	114	0	1	0
BgISR7-05370	2424	31	86	39
BgISR7-05371	501	36	83	56
BgISR7-05372	288	18	30	26
BgISR7-05373	822	25	23	20
BgISR7-05374	1713	27	69	32
BgISR7-05375	654	549	1003	661
BgISR7-05376	363	0	9	0.5
BgISR7-05377	408	12	28	17
BgISR7-05378	261	1	3	1
BgISR7-05379	1278	6	23	13
BgISR7-05380	195	0	0	0
BgISR7-05381	54	0	0	0
BgISR7-05382	138	0	0	0
BgISR7-05383	75	0	0	0
BgISR7-05384	171	0	0	0
BgISR7-05385	1167	50	109	69
BgISR7-05386	96	0	0	0
BgISR7-05387	387	50.3584	115.529	80.2866
BgISR7-05388	384	4	1	1
BgISR7-05389	771	0	0	0
BgISR7-05390	162	0	0	0
BgISR7-05391	546	0	0	1
BgISR7-05392	387	387	781	570
BgISR7-05393	387	230.642	375.471	231.713
BgISR7-05394	4812	0	0	0
BgISR7-05395	387	175	340	234
BgISR7-05396	129	0	0	0
BgISR7-05397	387	9	36	31
BgISR7-05398	381	340	738	480
BgISR7-05399	330	8	2	3
BgISR7-05400	447	10	12	9
BgISR7-05401	78	0	0	0
BgISR7-05402	315	50	95.3215	40.2912
BgISR7-05403	486	2	3	0
BgISR7-05404	150	0	0	0
BgISR7-05405	486	0	0	0
BgISR7-05406	327	0	0	0
BgISR7-05407	2706	53	151	95
BgISR7-05408	2991	65	105	85
BgISR7-05409	2655	62	132	68
BgISR7-05410	129	0	0	0
BgISR7-05411	366	3.5	3.13743	2.375
BgISR7-05412	3804	325	589	390
BgISR7-05413	1956	42	74	46
BgISR7-05414	1500	14	11	18
BgISR7-05415	2955	11	49	19
BgISR7-05416	288	13	10	2
BgISR7-05417	852	16	27.5	14.5
BgISR7-05418	918	48	115	80
BgISR7-05419	852	16	27.5	14.5
BgISR7-05420	852	26	27	23
BgISR7-05421	1437	39	75	47
BgISR7-05422	906	60	102	77
BgISR7-05423	6222	4	4	2
BgISR7-05424	189	2	0	1
BgISR7-05425	2295	11.8675	19.0232	10.7143
BgISR7-05426	519	7	19	11
BgISR7-05427	2295	16.9536	32.6112	19.2857
BgISR7-05428	765	59	116	98
BgISR7-05429	2232	30.2166	42.517	26.1906
BgISR7-05430	381	35	53	39
BgISR7-05431	2295	47.8319	85.0137	50.2294
BgISR7-05432	2265	13	16	10
BgISR7-05433	132	0	0	0
BgISR7-05434	828	45.1681	41.646	24.7706
BgISR7-05435	879	48	107	66
BgISR7-05436	321	14	32	25
BgISR7-05437	2208	21	51	28
BgISR7-05438	1128	7	21	4
BgISR7-05439	2262	6.17889	11.3656	7
BgISR7-05440	408	3	14	8
BgISR7-05441	2307	24	50	36
BgISR7-05442	267	0	0	0
BgISR7-05443	162	0	0	2
BgISR7-05444	72	2	0	0
BgISR7-05445	162	0	0	0
BgISR7-05446	2232	22.7378	41.604	37.3933
BgISR7-05447	372	27.4755	33.8276	41.5001
BgISR7-05448	318	18	22	23
BgISR7-05449	45	0	0	0
BgISR7-05450	174	0	0	0
BgISR7-05451	717	21	13.5	0
BgISR7-05452	222	1	0.333333	0.666667
BgISR7-05453	180	0	1.5	0
BgISR7-05454	51	0	0	0
BgISR7-05455	2232	9.34233	26.1077	20.1192
BgISR7-05456	297	0	0	0
BgISR7-05457	45	0	0	0
BgISR7-05458	174	6	4	3
BgISR7-05459	222	1	0.333333	0.666667
BgISR7-05460	180	0	1.5	0
BgISR7-05461	51	0	0	0
BgISR7-05462	2232	16.8583	29.3969	16.3839
BgISR7-05463	372	18.8138	28.8161	24.2497
BgISR7-05464	135	0	0	0
BgISR7-05465	123	0	0	0
BgISR7-05466	102	0	0	0
BgISR7-05467	72	0	0	0
BgISR7-05468	51	1	0	0
BgISR7-05469	2232	16.7954	27.9158	0
BgISR7-05470	372	3.89684	17.5402	16.0005
BgISR7-05471	45	0	0	0
BgISR7-05472	174	0	1	0
BgISR7-05473	717	0	13.5	19
BgISR7-05474	222	0	0	0
BgISR7-05475	222	1	0.333333	0.666667
BgISR7-05476	984	0	0	0
BgISR7-05477	12	0	0	0
BgISR7-05478	96	0	0	0
BgISR7-05479	45	0	0	0
BgISR7-05480	372	18.8138	28.8161	24.2497
BgISR7-05481	2232	16.8583	29.3969	16.3839
BgISR7-05482	51	0	0	0
BgISR7-05483	210	6	25	13
BgISR7-05484	162	6	17	21
